Term	ID	es	nes	pval	sidak	fdr	geneset_size	leading_edge	propagated_edge
Scavenging by Class A Receptors	R-HSA-3000480	0.8491307964594984	2.487719950550262	0.01285649267176936	0.9999997304973774	0.04568158034437198	11	COL4A1,APOE,COL4A2	COL1A1,MARCO,FTL,FTH1,MASP1,SCARA5,APOB,HSP90B1,COL3A1,COL1A2,CALR,SCGB3A2,COLEC11,APOE,MSR1,COLEC12,COL4A2,COL4A1
FOXO-mediated transcription of cell cycle genes	R-HSA-9617828	0.8270770834009972	2.4832638038094585	0.013018463736683028	0.9999997775389116	0.04611692153994685	13	CDKN1A,KLF4,SMAD3,FOXO1	FOXO1,SMAD2,GADD45A,PCBP4,CDKN1B,SMAD3,RBL2,CDKN1A,KLF4,FOXG1,FOXO4,BTG1,CAV1,FOXO3,CCNG2,SMAD4
Retinoid metabolism and transport	R-HSA-975634	0.7953908859764091	2.4601410524519562	0.01388824202393657	0.9999999206303698	0.04904941065251314	20	LRP1,LPL,APOE,LDLR	GPC1,LRP2,AKR1C3,PLB1,APOB,GPC5,GPC2,PNLIP,HSPG2,APOM,RBP2,AKR1C4,AKR1C1,BCO2,APOE,APOC3,RETSAT,GPC3,TTR,BCO1,SDC3,LRP1,GPC4,AGRN,SDC1,GPIHBP1,RDH11,LRP10,APOC2,RBP4,APOA4,GPC6,LRP12,AKR1B10,LPL,CLPS,LRP8,SDC2,SDC4,LDLR,RBP1,APOA2,APOA1
Nuclear signaling by ERBB4	R-HSA-1251985	0.7944978452802127	2.456256799065447	0.014039279335684718	0.9999999336427653	0.04943348657655252	20	APOE,ERBB4,ESR1	MXD4,NRG1,APH1B,ADAM17,PSEN2,NRG2,ADAP1,NRG3,GFAP,WWOX,APOE,PSEN1,APH1A,S100B,CXCL12,NRG4,YAP1,SRC,ESR1,PSENEN,CSN2,NCOR1,BTC,TAB2,ERBB4,NCSTN,STMN1,STAT5A,HBEGF,SPARC,PGR
Interleukin-37 signaling	R-HSA-9008059	0.8198556970264199	2.442301890600262	0.014593937021478043	0.9999999656280681	0.051232169303627124	12	PTPN2,PTPN11,SMAD3,IL18R1	SMAD3,PTPN12,PTPN13,PTPN11,IL37,PTPN5,TBK1,PTPN9,PTPN4,IL18BP,SIGIRR,PTPN6,STAT3,IL18R1,CASP1,PTPN20,PTPN18,PTPN7,PTPN2,PTPN14
Downregulation of TGF-beta receptor signaling	R-HSA-2173788	0.8086780935765024	2.4340346475730765	0.014931565743639297	0.9999999769736703	0.05226048010273754	15	SMAD3,SMAD7	SMAD2,TGFB1,UBB,SMAD3,ZFYVE9,NEDD4L,TGFBR1,SMURF1,SMURF2,PPP1CA,STRAP,UCHL5,XPO1,PPP1R15A,UBA52,PPP1CB,PMEPA1,UBC,MTMR4,RPS27A,TGFBR2,BAMBI,PPP1CC,SMAD7,STUB1
BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members	R-HSA-111453	0.8267808818484013	2.4195589851896155	0.015539340291295556	0.999999988808464	0.05422533970305822	6	BCL2L11,BCL2	BCL2L1,STAT3,BMF,BID,BCL2,BBC3,PMAIP1,BCL2L11
Oncogene Induced Senescence	R-HSA-2559585	0.7869803970207451	2.4166314658489663	0.015664868288681078	0.999999990358374	0.05450068758770292	22	CDKN2B,CDKN2A,TP53,ETS1,MDM4,ETS2,CDK6	UBB,ERF,CDK6,MAPK1,ETS2,TFDP1,ETS1,TNRC6B,UBA52,RB1,AGO1,CDKN2A,RPS27A,TP53,MDM2,E2F2,MDM4,MAPK3,CDK4,MIR24-1,AGO4,MIR24-2,CDKN2B,TNRC6A,ID1,MOV10,TFDP2,UBC,AGO3,CDKN2C,CDKN2D,TNRC6C,E2F3,E2F1
Binding of TCF/LEF:CTNNB1 to target gene promoters	R-HSA-4411364	0.8956604730484217	2.414541578142094	0.015755024695845332	0.999999991337401	0.05452995004655535	7	LEF1,MYC,RUNX3,CTNNB1	MYC,RUNX3,TCF7,TCF7L1,CTNNB1,AXIN2,LEF1
Assembly of active LPL and LIPC lipase complexes	R-HSA-8963889	0.8302967529783087	2.413655840535152	0.015793372346603718	0.9999999917231048	0.05452995004655535	11	LPL,ANGPTL4,FURIN,LIPC,APOA5	ANGPTL4,LMF2,FURIN,FGF21,MBTPS2,PCSK5,GPIHBP1,ANGPTL3,MBTPS1,PCSK6,CREB3L3,APOC2,LIPC,APOA4,LPL,ANGPTL8,APOA5,LMF1
RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)	R-HSA-8877330	0.8952865533853529	2.413198172536272	0.015813219046862503	0.999999991915937	0.05452995004655535	7	NFATC2,RUNX1,IL2RA	IFNG,RUNX1,CBFB,CR1,TNFRSF18,IL2RA,NFATC2,FOXP3,IL2
Germ layer formation at gastrulation	R-HSA-9754189	0.8431418473330949	2.397531034226673	0.016505982671800368	0.9999999964506935	0.05675145218627832	10	LEF1,TCF7,SMAD3,CTNNB1	NANOG,SMAD3,MIXL1,TBXT,FOXH1,POU5F1,LEF1,BMP4,TBPL2,TCF7,GSC,TRIM33,EOMES,CTNNB1,SOX2,SMAD4
Cyclin D associated events in G1	R-HSA-69231	0.7805756744495378	2.3784268480052932	0.017386686337123036	0.9999999987545937	0.05960421210585581	29	CDKN2B,CDKN2A,CDKN1A,CCND1,JAK2,CDK6,CCND2	PPP2R2A,UBB,MNAT1,CDK2,SKP2,CCNE2,CCNH,PPP2R3B,RBL2,RBL1,CDKN1A,CDK6,CKS1B,TFDP1,PTK6,CCND3,UBA52,E2F5,RB1,CCNE1,CDKN2A,RPS27A,CCND2,E2F2,PPP2R1A,SRC,JAK2,CDKN1B,CDK7,CDKN1C,SKP1,CDK4,CCND1,PPP2CB,PPP2R3B,CDKN2B,CUL1,PPP2R1B,ABL1,TFDP2,PPP2CA,LYN,UBC,CDKN2C,CDKN2D,E2F3,E2F1
Netrin mediated repulsion signals	R-HSA-418886	0.8134892886251374	2.367833597403668	0.017892581327303425	0.9999999993178793	0.0611591449462506	6	DCC,PTPN11	DCC,PTPN11,UNC5C,UNC5B,UNC5D,UNC5A,SRC
"""Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)"	R-HSA-9661069	0.8350533935777213	2.3661202405308948	0.017975605279888285	0.9999999993820675	0.061192436453287764	10	CDKN1A,CCND1,CCND2	"CDK2,CDKN1C,CCNE2,CDK4,CCND1,CDKN1A,CDK6,TFDP1,CCND3,RB1,CCNE1,TFDP2,E2F3,CCND2,E2F2,E2F1"""
Ovarian tumor domain proteases	R-HSA-5689896	0.7818029334640566	2.365473890421548	0.018007012951181345	0.9999999994047444	0.061192436453287764	18	TP53,IFIH1,ESR1,TNFAIP3,TRAF3	IFIH1,UBB,TNIP2,RIPK2,IKBKG,OTUD7B,UBA52,ZRANB1,PTEN,OTUB1,OTUD7A,RPS27A,NOD2,CDK1,MAVS,TP53,RIPK1,TRIM25,TNIP1,ESR1,OTUB2,RIGI,UBE2D1,TNFAIP3,TRAF3,RHOA,OTUD5,TNIP3,APC,TRAF6,RNF135,VCP,NOD1,VCPIP1,UBC,RNF128,TRIM4,YOD1
TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	R-HSA-6804116	0.8642536919332247	2.355904219917681	0.018477681318343597	0.9999999996601324	0.0626098824960686	8	TP53	CDKN1B,CDK2,CCNE2,CDKN1A,E2F7,E2F8,CCNA2,ARID3A,ZNF385A,CCNE1,CCNA1,TP53,E2F1
Telomere Extension By Telomerase	R-HSA-171319	0.847376377779785	2.3512910288437583	0.018708394865933675	0.999999999741798	0.06320842080426724	9	TERT	RTEL1,TERF1,CDK2,TERT,ACD,RUVBL2,NHP2,GAR1,CCNA2,PPP6C,TERF2IP,RUVBL1,ANKRD28,POT1,DKC1,TERF2,PIF1,WRAP53,TINF2,CCNA1,NOP10,SHQ1
Transcriptional Regulation by VENTX	R-HSA-8853884	0.7710710258774571	2.349422103486151	0.01880257791143447	0.9999999997692032	0.06334355498117261	21	CDKN2A,TP53,TCF7L2,CCND1,CTNNB1,ANAPC4,NFKB1,IL6	RELA,ANAPC7,ANAPC11,TNRC6B,LEF1,ANAPC15,AGO1,CDKN2A,NFKB1,FZR1,TP53,ANAPC2,CTNNB1,ANAPC5,CSF1R,CDC27,ANAPC10,IL6,ANAPC4,CDC16,UBE2D1,CCND1,MIR24-1,AGO4,MIR24-2,TNRC6A,ANAPC1,CDC23,VENTX,TCF7L2,EHMT2,MOV10,ANAPC16,EHMT1,UBE2S,CEBPB,UBE2C,AGO3,TNRC6C,CDC26
SARS-CoV-1 targets host intracellular signalling and regulatory pathways	R-HSA-9735871	0.877099757397565	2.347430825888343	0.01890338288385296	0.9999999997953232	0.06350015687133365	7	EP300,SMAD3	SFN,SERPINE1,YWHAE,SP1,SMAD3,YWHAZ,YWHAG,PDPK1,PSMC6,YWHAH,UBE2I,YWHAB,CAV1,EP300,SMAD4
TFAP2 (AP-2) family regulates transcription of growth factors and their receptors	R-HSA-8866910	0.8446724555804429	2.340976023942574	0.019233402212055273	0.9999999998618776	0.06442363090513643	9	VEGFA,ESR1	ESR1,CGB3,CGB5,KIT,TFAP2C,CGA,EGFR,TFAP2A,TGFA,CGB8,VEGFA,YY1,ERBB2,ATAD2
Stabilization of p53	R-HSA-69541	0.8592504250701283	2.337268328726772	0.019425236258646228	0.9999999998901115	0.06488028910387841	8	CDKN2A,CHEK2,MDM4,TP53	ATM,MDM4,UBB,CHEK2,CDKN2A,UBC,RPS27A,TP53,PHF20,MDM2
Interleukin-23 signaling	R-HSA-9020933	0.8737181769616272	2.3351088576144376	0.019537734721427835	0.9999999999039045	0.06505022021720817	7	TYK2,IL12B,IL23R,STAT4	IL12B,IL23R,STAT4,IL12RB1,STAT3,IL23A,P4HB,TYK2
FOXO-mediated transcription of cell death genes	R-HSA-9614657	0.8428883946726663	2.3341588462122855	0.01958740591655883	0.9999999999094304	0.06505022021720817	9	EP300,FASLG,FOXO1,BCL2L11	FOXO1,DDIT3,BBC3,FASLG,PINK1,NFYB,STK11,CREBBP,CITED2,BCL6,FOXO4,NFYC,FOXO3,EP300,BCL2L11
Negative regulation of FLT3	R-HSA-9706369	0.8410227863350734	2.3270204228709335	0.019964178298896185	0.9999999999422118	0.06611366694450323	9	SH2B3	PTPRJ,CSK,UBB,FLT3LG,SOCS2,SH2B3,SOCS6,UBA52,ABL2,CBL,UBC,RPS27A,SLA,FLT3
NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	R-HSA-933543	0.8023445524994581	2.324055664742698	0.020122510821928508	0.9999999999521577	0.0664497603130916	6	IFIH1	CASP8,IFIH1,IKBKB,RIGI,FADD,CASP10,MAVS,TRIM25,RIPK1,IKBKG,TRIM4,RNF135
TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest	R-HSA-6804114	0.8017034536815475	2.321525849416902	0.020258480642582732	0.9999999999593221	0.06671032076388511	6	TP53	AURKA,SFN,GADD45A,PCNA,BAX,CDC25C,RBL2,RBL1,TFDP1,ZNF385A,CARM1,TFDP2,CDK1,TP53,PRMT1,EP300,CCNB1
NOTCH4 Intracellular Domain Regulates Transcription	R-HSA-9013695	0.7883430407147155	2.3132744257479034	0.02070755585161277	0.9999999999761987	0.06799756401835766	12	EP300,SMAD3	HES5,RBPJ,SMAD3,HEY2,FLT4,HEY1,ACTA2,KAT2B,CREBBP,MAML1,SNW1,MAML2,NOTCH2,MAMLD1,HES1,NOTCH1,NOTCH4,EP300,MAML3
Interleukin-2 signaling	R-HSA-9020558	0.8640477625685399	2.29970630854375	0.021464864481989476	0.9999999999903653	0.0702869091861224	7	IL2RA	LCK,PTK2B,IL2RG,STAT5B,SYK,IL2RA,JAK1,SHC1,JAK3,IL2RB,IL2
Deactivation of the beta-catenin transactivating complex	R-HSA-3769402	0.7608588559301828	2.2940935787534498	0.02178512412717093	0.9999999999934287	0.07113634107447714	24	SOX4,LEF1,TCF7,TCF7L2,CTNNB1,SOX6,SOX9	TLE1,SOX9,UBB,SOX4,SOX17,AKT2,BCL9,BCL9L,ASH2L,SOX3,LEF1,UBA52,CBY1,CTBP1,TCF7,XIAP,PYGO2,RPS27A,CTNNB1,SOX2,AKT1,CHD8,TLE4,SRY,BTRC,YWHAZ,TCF7L1,APC,SOX7,XPO1,TCF7L2,MEN1,TLE2,SOX6,HDAC1,RBBP5,TLE3,UBC,PYGO1,CTNNBIP1,SOX13
TGF-beta receptor signaling activates SMADs	R-HSA-2173789	0.7599714054324873	2.29005451920432	0.02201815640483651	0.9999999999950261	0.07164212712763146	24	LTBP3,SMAD3,ITGB8,FURIN,TGFB2,TGFB1,LTBP1	ITGB8,SMAD2,ITGB1,FBN1,FURIN,TGFB1,SMAD3,ZFYVE9,LTBP4,ITGA8,TGFBR1,NEDD8,TGFB3,LTBP1,TGFBR3,LTBP3,CBL,ITGB3,LTBP2,ITGAV,TGFBR2,ITGB6,UBE2M,FKBP1A,TGFB2,SMAD4
Interleukin-6 signaling	R-HSA-1059683	0.8603136173533804	2.285969761533689	0.022256027639905973	0.9999999999962572	0.07164212712763146	7	STAT3,PTPN11,IL6R,TYK2,IL6	IL6,IL6R,SOCS3,CBL,PTPN11,STAT1,JAK1,STAT3,IL6ST,TYK2
RUNX3 regulates NOTCH signaling	R-HSA-8941856	0.8301836151073456	2.285349338552562	0.02229235206558866	0.9999999999964163	0.07164212712763146	9	EP300,RUNX3,JAG1	RUNX3,RBPJ,KAT2B,CREBBP,MAML1,SNW1,MAML2,MAMLD1,HES1,NOTCH1,EP300,MAML3,JAG1
CASP8 activity is inhibited	R-HSA-5218900	0.7921613896826313	2.2837221634751477	0.022387864650971423	0.999999999996803	0.07164212712763146	6	TNFRSF10A,TNFRSF10B,FASLG,CASP8	FAS,CASP8,FADD,TNFSF10,TNFRSF10A,TNFRSF10B,RIPK1,FASLG,TRADD,TRAF2
Regulation by c-FLIP	R-HSA-3371378	0.7921613896826313	2.2837221634751477	0.022387864650971423	0.999999999996803	0.07164212712763146	6	TNFRSF10A,TNFRSF10B,FASLG,CASP8	FAS,CASP8,FADD,TNFSF10,TNFRSF10A,TNFRSF10B,RIPK1,FASLG,TRADD,TRAF2
Dimerization of procaspase-8	R-HSA-69416	0.7921613896826313	2.2837221634751477	0.022387864650971423	0.999999999996803	0.07164212712763146	6	TNFRSF10A,TNFRSF10B,FASLG,CASP8	FAS,CASP8,FADD,TNFSF10,TNFRSF10A,TNFRSF10B,RIPK1,FASLG,TRADD,TRAF2
DAG and IP3 signaling	R-HSA-1489509	0.7256639351416971	2.2831322355952164	0.022422580249549684	0.999999999996933	0.07164212712763146	5	PLCG1,PRKCE,ITPR3	ITPR1,AHCYL1,ITPR3,PRKCE,PRKCD,PLCG1
The CRY:PER:kinase complex represses transactivation by the BMAL:CLOCK (ARNTL:CLOCK) complex	R-HSA-9931521	0.791570389293323	2.2813714188380714	0.022526477822316426	0.9999999999972914	0.07164212712763146	6	RORA	PER2,RORA,CSNK1E,NR1D1,PER3,BMAL1,PER1,CRY1,CSNK1D,CREBBP,CLOCK,NPAS2,KMT2A
Interleukin-12 signaling	R-HSA-9020591	0.8589217620081453	2.2808401144684125	0.02255790968128446	0.9999999999973913	0.07164212712763146	7	IL12B,TYK2,IL12RB2,STAT4	VAMP7,IL12A,IL12B,IL12RB2,STAT4,JAK1,IL12RB1,VAMP7,P4HB,TYK2
HDL remodeling	R-HSA-8964058	0.8588476610124041	2.280566871662007	0.022574089508771156	0.9999999999974413	0.07164212712763146	7	APOE	ALB,LIPG,ABCG1,CETP,LCAT,APOE,APOC3,PLTP,APOA1
CYP2E1 reactions	R-HSA-211999	0.7249131393751048	2.279891015753169	0.022614153045420027	0.9999999999975611	0.07164212712763146	5	CYP2A6	CYP2F1,CYP2A6,CYP2C8,CYP2D6,CYP2S1,CYP2C19,CYP2C9,CYP2E1,CYP2B6,CYP2A13
MAPK3 (ERK1) activation	R-HSA-110056	0.8414377187005201	2.2703652582562874	0.023185430579615085	0.9999999999987687	0.07325342796640551	8	PTPN11,TYK2,IL6R	IL6,IL6R,MAP2K1,PTPN11,MAPK3,JAK1,IL6ST,CDK1,TYK2
TRAF6 mediated NF-kB activation	R-HSA-933542	0.8094735551899541	2.2655147365217916	0.023481110744388634	0.9999999999991357	0.07398765083609249	10	IFIH1,MAP3K1,NFKB1	S100A12,IFIH1,IKBKB,RIGI,RELA,SAA1,HMGB1,NFKB2,NKIRAS1,IKBKG,TRAF6,RNF135,APP,CHUK,NKIRAS2,AGER,NFKB1,NFKBIA,MAP3K1,MAVS,S100B,TRIM25,TRIM4,TRAF2
RUNX3 regulates p14-ARF	R-HSA-8951936	0.838974729620756	2.2610450785891896	0.02375646577033197	0.9999999999993784	0.07465405506859697	8	EP300,RUNX1,TGFB1,CCND1	RUNX1,TGFB1,CBFB,BRD2,HDAC4,CDKN2A,CCND1,EP300,KRAS
TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway	R-HSA-5676594	0.8384561974482181	2.259080726125789	0.02387836382541475	0.9999999999994629	0.07483594453595131	8	TNFSF11,TNFRSF11A,TRAF3,LTBR	MAP3K14,LTBR,TNFRSF12A,TRAF3,CD40,TNFRSF11A,TNFSF13B,TNFSF11,TNFSF12,BIRC2,LTA,BIRC3,TNFRSF13C,TNFSF14,LTB,TRAF2
Downregulation of SMAD2/3:SMAD4 transcriptional activity	R-HSA-2173795	0.7588308868605295	2.249711138140645	0.02446728801970055	0.9999999999997348	0.07647663020061482	17	SMAD3,SMAD7	UBB,WWTR1,SMAD3,NCOR2,STAT1,MAPK1,SMURF2,UBE2D3,UBA52,USP9X,TGIF1,SNW1,ATP1B4,RPS27A,SMAD7,SMAD4,SMAD2,SKI,NCOR1,UBE2D1,MAPK3,NEDD4L,SKIL,PPM1A,TGIF2,RNF111,PARP1,HDAC1,TRIM33,UBC
Regulation of TP53 Activity through Methylation	R-HSA-6804760	0.7673905058485693	2.2471529119940064	0.024630256344148727	0.9999999999997817	0.07678071911015963	14	EP300,CHEK2,MDM4,TP53	ATM,MDM4,UBB,JMY,CHEK2,TTC5,SETD9,KMT5A,L3MBTL1,EHMT2,UBA52,EHMT1,UBC,RPS27A,TP53,SMYD2,EP300,MDM2
Regulation of gene expression in beta cells	R-HSA-210745	0.7589042239328603	2.235904163465186	0.025358049536874594	0.9999999999999089	0.07883925507608086	16	PAX6,INS,HNF1A,HNF4A,GCK,HNF4G,FOXA2,FOXO1	NEUROD1,FOXO1,PKLR,HNF4G,RFX6,NKX2-2,GCK,SLC2A2,FOXA3,NKX6-1,MAFA,PAX6,HNF4A,INS,PDX1,HNF1A,FOXA2
Ligand-receptor interactions	R-HSA-5632681	0.7744529149147825	2.2128042196188593	0.026911146251126894	0.9999999999999859	0.08344596808373299	6	PTCH1,HHIP	SHH,PTCH1,HHIP,IHH,DHH,BOC,GAS1
Pyroptosis	R-HSA-5620971	0.7562183553555468	2.211173004506769	0.02702385902431992	0.9999999999999877	0.08357378624187826	15	IRF1,BAK1,TP53	CASP3,CHMP2B,CASP5,CHMP4A,CYCS,BAX,CASP4,HMGB1,TP63,IL1A,CHMP2A,GSDME,GZMB,IL1B,CHMP3,CHMP4B,CHMP7,IRF2,IRF1,GSDMD,CASP1,BAK1,TP53,CHMP4C,ELANE,IL18
Signaling by NODAL	R-HSA-1181150	0.7577719209772077	2.2059083180956636	0.02739041969962308	0.999999999999992	0.08448390667245219	14	SMAD3	LEFTY2,SMAD2,CER1,FURIN,SMAD3,DAND5,CRIPTO,MAPK3,MAPK1,FOXH1,LEFTY1,PCSK6,ACVR2B,GDF1,CRIPTO3,DRAP1,CFC1,NODAL,FOXO3,ACVR1C,ACVR2A,SMAD4
Nephron development	R-HSA-9831926	0.7916130325861628	2.194084887642751	0.02822930749462138	0.9999999999999971	0.08684226437161156	10	HNF4A,JAG1,HNF1B,WT1	HNF1B,HNF4A,LFNG,IRX2,DLL1,WT1,POU3F3,IRX1,WNT9B,PAX2,LHX1,JAG1
Inhibition of Signaling by Overexpressed EGFR	R-HSA-5638303	0.7025617562072229	2.1824226728015184	0.02907835251018276	0.999999999999999	0.08921940704567886	5	TGFA	EREG,EGFR,TGFA,BTC,HBEGF,EPGN,AREG
Signaling by Leptin	R-HSA-2586552	0.7879710563475275	2.1793959053485925	0.02930227005922248	0.9999999999999992	0.08967108298228031	10	STAT3,PTPN11,JAK2,IRS1	JAK2,STAT5A,SOCS3,PTPN11,STAT5B,IRS1,STAT3,IRS2,LEP,LEPR
Interleukin-7 signaling	R-HSA-1266695	0.7445832369675878	2.1731154560202905	0.029771628714566623	0.9999999999999996	0.0908695403846694	16	IL7R,BRWD1,STAT3,PIK3R1,IRS1,TSLP,SOCS1	PIK3R2,H3C2,STAT5B,JAK1,IRS1,JAK3,SOCS1,SOCS2,TSLP,IL7R,H3C12,IL7,CRLF2,H3C6,H3C4,H3C3,RAG1,H3C7,H3C1,BRWD1,PIK3R3,RAG2,H3C13,PIK3R1,STAT5A,H3C10,CISH,IL2RG,H3C11,STAT3,H3C14,H3C8,SMARCA4,IRS2,H3C15,CRLF2
NF-kB is activated and signals survival	R-HSA-209560	0.8277183167997682	2.164449589184508	0.030429861507109468	0.9999999999999998	0.09263673984846606	7	NGF,NFKB1	UBA52,NGFR,UBB,IKBKB,RELA,UBC,NFKB1,NFKBIA,RPS27A,NGF,IRAK1,TRAF6
Developmental Lineage of Multipotent Pancreatic Progenitor Cells	R-HSA-9937080	0.736409803148197	2.1504045837726213	0.031523226087768474	1.0	0.09571597739376973	17	HNF1B,FGF7,HHEX,CXCR4,FOXA2,SOX9	FOXA2,FGF2,CER1,SOX9,FGF4,GATA4,SOX17,NKX6-1,SHH,HNF1B,ONECUT1,PDX1,FGF7,CXCR4,FGF10,GATA6,HHEX
Transcriptional regulation of testis differentiation	R-HSA-9690406	0.8096475582621389	2.1487283103633232	0.0316559431507033	1.0	0.09586994182168954	8	WNT4,SOX9,WT1	WNT4,DMRT1,FOXL2,SOX9,NR5A1,PTGDS,SRY,ZFPM2,FGF9,GATA4,WT1,DHH
Senescence-Associated Secretory Phenotype (SASP)	R-HSA-2559582	0.7312443474461551	2.14737503419639	0.03176343657233782	1.0	0.09594691822496877	31	CDKN2B,CDKN2A,CDKN1A,CDKN2C,ANAPC4,CDK6,NFKB1,IL6	UBB,H3C2,FOS,CDKN1A,H2BC5,RPS6KA3,H2AC20,ANAPC7,H4C13,H4C15,H4C14,UBA52,H2BC9,ANAPC15,RPS6KA1,NFKB1,CCNA1,RPS27A,H3C6,H3C4,ANAPC2,CDC27,H4C4,ANAPC10,IL6,ANAPC4,H2BC8,H2AC18,IGFBP7,CDKN1B,UBE2D1,CDK4,H2BC21,H4C16,H2AJ,CDKN2B,H2BC3,H2AB1,H4C1,H4C12,ANAPC1,EHMT2,H2BC6,ANAPC16,EHMT1,H3C10,CXCL8,H2BC1,H2BC11,H2AC14,H3-3A,STAT3,RPS6KA2,CDKN2C,CDKN2D,H3C15,H2BC13,CDC26,H2BC17,CDK2,UBE2E1,H2BC14,RELA,CDK6,H2AZ2,MAPK1,H2AC6,H2BC10,CCNA2,ANAPC11,H2BC7,H4C2,H3C12,H2BC15,MAPK7,CDKN2A,H2AX,FZR1,H2AC4,H4C11,H3-3B,H4C9,ANAPC5,H2BC12,H4C8,H2BC4,H4C5,H3C3,CDC16,MAPK3,H3C7,H3C1,IL1A,H2AC19,H2AC7,CDC23,VENTX,H3C13,H4C6,H2BC26,UBE2S,CEBPB,H2BC12L,UBE2C,H3C11,UBC,H3C14,H3C8,JUN,H2AC8
Interferon alpha/beta signaling	R-HSA-909733	0.7300428677390979	2.141750708631589	0.03221354781437746	1.0	0.09705576648197746	30	IRF1,IRF5,IRF4,IRF8,TYK2	UBB,STAT1,IRF5,JAK1,SOCS1,GBP2,IRF9,HLA-F,IRF3,IFNA16,IFNB1,PSMB8,UBA52,OAS1,IFIT2,IFNA21,HLA-B,RPS27A,IRF8,HLA-A,HLA-H,OAS3,IRF7,IP6K2,IFI6,IRF2,HLA-G,IFIT3,ADAR,ISG15,IFNA4,XAF1,OAS2,SAMHD1,IFITM1,IFNAR2,MX1,PTPN11,RSAD2,EGR1,IFIT5,EIF2AK2,IFNA17,HLA-E,IFNA6,HLA-C,STAT2,IFNA1,IRF1,KPNB1,ABCE1,IFIT1,IFNA5,IFNA14,RNASEL,IFNA13,IRF4,IFITM3,IFNA8,OASL,IFI27,IFNA10,IFITM2,BST2,IRF6,IFI35,SOCS3,IFNA7,IFNAR1,PTPN6,UBC,MX2,IFNA2,ISG20,TYK2
Cardiogenesis	R-HSA-9733709	0.7337306818051538	2.1384118804824874	0.03248332908109264	1.0	0.09761699664729381	17	LEF1,EOMES,MEF2C,ISL1,MYOCD,TBX5,CTNNB1,HAND2,TBX1,HEY2,NKX2-5	MYOCD,HAND2,NKX2-5,HEY2,HEY1,TBX1,GATA4,SRF,TBXT,TBX20,LEF1,ISL1,FOXO4,HAND1,MESP1,MEF2C,WDR5,SMYD1,EOMES,SMAD1,CTNNB1,TBX5,LDB1,GATA6,SMAD4,KAT5
Signaling by Activin	R-HSA-1502540	0.7458331564952994	2.134001266205375	0.03284267716949363	1.0	0.0984438195157386	12	TGFBR3,INHBB,SMAD3	SMAD2,SMAD3,MAPK3,MAPK1,INHBB,INHA,FOXH1,ACVR2B,TGFBR3,DRAP1,INHBA,ACVR1C,ACVR2A,SMAD4
Activated NTRK2 signals through FRS2 and FRS3	R-HSA-9028731	0.7528639332340911	2.1249599960195464	0.03358995104973772	1.0	0.10042622193642813	6	PTPN11	NRAS,HRAS,GRB2,PTPN11,NTRK2,SOS1,FRS2,FRS3,KRAS,BDNF
PI5P Regulates TP53 Acetylation	R-HSA-6811555	0.7511322824490502	2.117846019687122	0.03418811046147008	1.0	0.101953829411884	6	EP300,PIP4K2A,TP53	PIP4K2A,PIP4P1,TP53,PIN1,PIP4K2B,ING2,EP300,MAP2K6
Formation of paraxial mesoderm	R-HSA-9793380	0.7344822393562372	2.1159928780443953	0.034345413296353655	1.0	0.1021623107975507	15	LEF1,BMP4,EP300,CTNNB1,MAML3	RBPJ,KAT2B,NOG,TBXT,MSGN1,WNT3A,LEF1,BMP4,CREBBP,MAML1,SNW1,FGFR1,MAML2,DLL3,DLL1,TBX6,MAMLD1,NOTCH1,CTNNB1,EP300,MAML3
Nef and signal transduction	R-HSA-164944	0.685863171598257	2.1083315351464775	0.03500232201963649	1.0	0.10385206710902299	5	CD247	ELMO1,RAC1,LCK,DOCK2,CD247,PAK2,FYN
Regulation of IFNG signaling	R-HSA-877312	0.7700348362581816	2.1064263928405085	0.03516733070397615	1.0	0.10407749264037498	10	PTPN11,PTPN1,SOCS3,JAK1,PTPN2,SOCS1,PIAS1	PTPN1,PTPN11,STAT1,JAK1,SOCS1,PIAS1,IFNG,SOCS3,SUMO1,IFNGR2,PTPN6,PTPN2,IFNGR1
CLEC7A (Dectin-1) induces NFAT activation	R-HSA-5607763	0.7472145704741737	2.1017132197500445	0.0355784048478589	1.0	0.10502816986653297	6	ITPR3	PPP3R1,ITPR1,ITPR2,AHCYL1,PPP3CA,ITPR3,CALM1,NFATC2,NFATC3,PPP3CB
Insulin receptor signalling cascade	R-HSA-74751	0.745198930217527	2.0933923137723247	0.036314147992765555	1.0	0.1069300730567832	6	INSR,INS	INS,NRAS,GRB2,GRB10,SHC1,INSR,SOS1,KRAS
