approvedSymbol	geneId	ID	Term	uniqueDiseases
DEFA1	ENSG00000206047	R-HSA-1462054;R-HSA-168256;R-HSA-1461973;R-HSA-6803157	Alpha-defensins;Immune System;Defensins;Antimicrobial peptides	1
DEFA3	ENSG00000239839	R-HSA-1462054;R-HSA-168256;R-HSA-1461973;R-HSA-6803157	Alpha-defensins;Immune System;Defensins;Antimicrobial peptides	1
DEFA4	ENSG00000164821	R-HSA-1462054;R-HSA-168256;R-HSA-1461973;R-HSA-6803157	Alpha-defensins;Immune System;Defensins;Antimicrobial peptides	1
DEFA5	ENSG00000164816	R-HSA-1462054;R-HSA-168256;R-HSA-1461973;R-HSA-6803157	Alpha-defensins;Immune System;Defensins;Antimicrobial peptides	1
DEFB1	ENSG00000164825	R-HSA-168256;R-HSA-1461973;R-HSA-6803157	Immune System;Defensins;Antimicrobial peptides	1
DEFB108B	ENSG00000184276	R-HSA-168256;R-HSA-1461973;R-HSA-6803157	Immune System;Defensins;Antimicrobial peptides	1
DEFB112	ENSG00000180872	R-HSA-168256;R-HSA-1461973;R-HSA-6803157	Immune System;Defensins;Antimicrobial peptides	1
DEFB121	ENSG00000204548	R-HSA-168256;R-HSA-1461973;R-HSA-6803157	Immune System;Defensins;Antimicrobial peptides	2
DEFB134	ENSG00000205882	R-HSA-168256;R-HSA-1461973;R-HSA-6803157	Immune System;Defensins;Antimicrobial peptides	2
DEFB136	ENSG00000205884	R-HSA-168256;R-HSA-1461973;R-HSA-6803157	Immune System;Defensins;Antimicrobial peptides	5
DEGS2	ENSG00000168350	R-HSA-1660661	Sphingolipid de novo biosynthesis	1
DEK	ENSG00000124795	R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-8864260	Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	2
DENND1A	ENSG00000119522	R-HSA-9007101	Rab regulation of trafficking	12
DENND1B	ENSG00000213047	R-HSA-9007101	Rab regulation of trafficking	12
DENND2A	ENSG00000146966	R-HSA-9007101	Rab regulation of trafficking	1
DENND2D	ENSG00000162777	R-HSA-9007101	Rab regulation of trafficking	1
DENND3	ENSG00000105339	R-HSA-9007101	Rab regulation of trafficking	1
DENND4B	ENSG00000198837	R-HSA-9007101	Rab regulation of trafficking	4
DENND5A	ENSG00000184014	R-HSA-9007101	Rab regulation of trafficking	1
DEPDC1B	ENSG00000035499	R-HSA-162582	Signal Transduction	1
DEPDC5	ENSG00000100150	R-HSA-9639288;R-HSA-9711097	Amino acids regulate mTORC1;Cellular response to starvation	3
DERL3	ENSG00000099958	R-HSA-1643685	Disease	2
DET1	ENSG00000140543	R-HSA-168256	Immune System	4
DGAT1	ENSG00000185000	R-HSA-168256;R-HSA-1482883	Immune System;Acyl chain remodeling of DAG and TAG	3
DGAT2	ENSG00000062282	R-HSA-74160;R-HSA-1482883	Gene expression (Transcription);Acyl chain remodeling of DAG and TAG	2
DGKB	ENSG00000136267	R-HSA-162582	Signal Transduction	14
DGKD	ENSG00000077044	R-HSA-162582	Signal Transduction	9
DGKE	ENSG00000153933	R-HSA-162582	Signal Transduction	4
DGKG	ENSG00000058866	R-HSA-162582	Signal Transduction	3
DGKH	ENSG00000102780	R-HSA-162582	Signal Transduction	4
DGKI	ENSG00000157680	R-HSA-162582	Signal Transduction	3
DGKK	ENSG00000274588	R-HSA-162582	Signal Transduction	1
DGKQ	ENSG00000145214	R-HSA-162582	Signal Transduction	6
DGKZ	ENSG00000149091	R-HSA-162582	Signal Transduction	6
DHCR7	ENSG00000172893	R-HSA-191273;R-HSA-8957322;R-HSA-1655829	Cholesterol biosynthesis;Metabolism of steroids;Regulation of cholesterol biosynthesis by SREBP (SREBF)	1
DHFR2	ENSG00000178700	R-HSA-196757	Metabolism of folate and pterines	3
DHODH	ENSG00000102967	R-HSA-8956320;R-HSA-15869	Nucleotide biosynthesis;Metabolism of nucleotides	3
DHRS3	ENSG00000162496	R-HSA-162582	Signal Transduction	2
DHRS9	ENSG00000073737	R-HSA-162582;R-HSA-2453902	Signal Transduction;The canonical retinoid cycle in rods (twilight vision)	2
DHX36	ENSG00000174953	R-HSA-168256	Immune System	4
DHX38	ENSG00000140829	R-HSA-73857;R-HSA-74160;R-HSA-159236;R-HSA-72202	RNA Polymerase II Transcription;Gene expression (Transcription);Transport of Mature mRNA derived from an Intron-Containing Transcript;Transport of Mature Transcript to Cytoplasm	4
DHX58	ENSG00000108771	R-HSA-168256	Immune System	1
DIAPH2	ENSG00000147202	R-HSA-162582	Signal Transduction	1
DIAPH3	ENSG00000139734	R-HSA-162582	Signal Transduction	6
DIO1	ENSG00000211452	R-HSA-209776	Metabolism of amine-derived hormones	2
DIO3	ENSG00000197406	R-HSA-209776	Metabolism of amine-derived hormones	1
DIS3L2	ENSG00000144535	R-HSA-1266738	Developmental Biology	3
DISP2	ENSG00000140323	R-HSA-162582;R-HSA-5362798;R-HSA-5358346	Signal Transduction;Release of Hh-Np from the secreting cell;Hedgehog ligand biogenesis	1
DKK1	ENSG00000107984	R-HSA-162582;R-HSA-1266738;R-HSA-1643685;R-HSA-5663202	Signal Transduction;Developmental Biology;Disease;Diseases of signal transduction by growth factor receptors and second messengers	1
DKK2	ENSG00000155011	R-HSA-162582;R-HSA-1643685;R-HSA-5663202	Signal Transduction;Disease;Diseases of signal transduction by growth factor receptors and second messengers	3
DKK4	ENSG00000104371	R-HSA-162582;R-HSA-1643685;R-HSA-5663202	Signal Transduction;Disease;Diseases of signal transduction by growth factor receptors and second messengers	1
DLC1	ENSG00000164741	R-HSA-162582	Signal Transduction	5
DLD	ENSG00000091140	R-HSA-162582;R-HSA-1643685;R-HSA-71403;R-HSA-9861718;R-HSA-204174;R-HSA-70268	Signal Transduction;Disease;Citric acid cycle (TCA cycle);Regulation of pyruvate metabolism;Regulation of pyruvate dehydrogenase (PDH) complex;Pyruvate metabolism	9
DLG1	ENSG00000075711	R-HSA-162582;R-HSA-451308;R-HSA-451306;R-HSA-1266738;R-HSA-451326	Signal Transduction;Activation of Ca-permeable Kainate Receptor;Ionotropic activity of kainate receptors;Developmental Biology;Activation of kainate receptors upon glutamate binding	3
DLG2	ENSG00000150672	R-HSA-162582	Signal Transduction	4
DLG3	ENSG00000082458	R-HSA-162582;R-HSA-451308;R-HSA-451306;R-HSA-1266738;R-HSA-451326	Signal Transduction;Activation of Ca-permeable Kainate Receptor;Ionotropic activity of kainate receptors;Developmental Biology;Activation of kainate receptors upon glutamate binding	2
DLG4	ENSG00000132535	R-HSA-162582;R-HSA-451308;R-HSA-451306;R-HSA-5682910;R-HSA-1266738;R-HSA-451326;R-HSA-9006934	Signal Transduction;Activation of Ca-permeable Kainate Receptor;Ionotropic activity of kainate receptors;LGI-ADAM interactions;Developmental Biology;Activation of kainate receptors upon glutamate binding;Signaling by Receptor Tyrosine Kinases	3
DLG5	ENSG00000151208	R-HSA-162582	Signal Transduction	4
DLK1	ENSG00000185559	R-HSA-162582	Signal Transduction	5
DLL1	ENSG00000198719	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-1643685;R-HSA-5663202	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Disease;Diseases of signal transduction by growth factor receptors and second messengers	6
DMP1	ENSG00000152592	R-HSA-597592	Post-translational protein modification	3
DMRT1	ENSG00000137090	R-HSA-1266738	Developmental Biology	8
DMTN	ENSG00000158856	R-HSA-5223345	Miscellaneous transport and binding events	2
DNAJC11	ENSG00000007923	R-HSA-8949613	Cristae formation	1
DNAJC13	ENSG00000138246	R-HSA-168256	Immune System	3
DNAJC24	ENSG00000170946	R-HSA-597592	Post-translational protein modification	4
DNAJC3	ENSG00000102580	R-HSA-1280215;R-HSA-168256;R-HSA-1643685;R-HSA-168273;R-HSA-597592	Cytokine Signaling in Immune system;Immune System;Disease;Influenza Viral RNA Transcription and Replication;Post-translational protein modification	1
DNAJC5	ENSG00000101152	R-HSA-168256;R-HSA-888590;R-HSA-112310	Immune System;GABA synthesis, release, reuptake and degradation;Neurotransmitter release cycle	1
DNASE1L1	ENSG00000013563	R-HSA-168256	Immune System	1
DNASE2	ENSG00000105612	R-HSA-432720	Lysosome Vesicle Biogenesis	1
DNM1	ENSG00000106976	R-HSA-162582;R-HSA-168256;R-HSA-1266738;R-HSA-437239;R-HSA-3928665;R-HSA-157858;R-HSA-190828;R-HSA-9006934	Signal Transduction;Immune System;Developmental Biology;Recycling pathway of L1;EPH-ephrin mediated repulsion of cells;Gap junction trafficking and regulation;Gap junction trafficking;Signaling by Receptor Tyrosine Kinases	2
DNM2	ENSG00000079805	R-HSA-162582;R-HSA-168256;R-HSA-1266738;R-HSA-437239;R-HSA-432720;R-HSA-157858;R-HSA-190828;R-HSA-9006934	Signal Transduction;Immune System;Developmental Biology;Recycling pathway of L1;Lysosome Vesicle Biogenesis;Gap junction trafficking and regulation;Gap junction trafficking;Signaling by Receptor Tyrosine Kinases	2
DNM3	ENSG00000197959	R-HSA-162582;R-HSA-168256;R-HSA-1266738;R-HSA-437239;R-HSA-9006934	Signal Transduction;Immune System;Developmental Biology;Recycling pathway of L1;Signaling by Receptor Tyrosine Kinases	13
DNMT1	ENSG00000130816	R-HSA-162582;R-HSA-74160;R-HSA-1643685;R-HSA-5250941;R-HSA-427413;R-HSA-9006934;R-HSA-5663202;R-HSA-597592	Signal Transduction;Gene expression (Transcription);Disease;Negative epigenetic regulation of rRNA expression;NoRC negatively regulates rRNA expression;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers;Post-translational protein modification	1
DNMT3A	ENSG00000119772	R-HSA-74160;R-HSA-1643685;R-HSA-597592	Gene expression (Transcription);Disease;Post-translational protein modification	20
DNMT3B	ENSG00000088305	R-HSA-74160;R-HSA-1643685;R-HSA-5250941;R-HSA-427413;R-HSA-597592	Gene expression (Transcription);Disease;Negative epigenetic regulation of rRNA expression;NoRC negatively regulates rRNA expression;Post-translational protein modification	6
DNMT3L	ENSG00000142182	R-HSA-74160	Gene expression (Transcription)	1
DOCK1	ENSG00000150760	R-HSA-162582;R-HSA-168256;R-HSA-1266738;R-HSA-1643685;R-HSA-9006934	Signal Transduction;Immune System;Developmental Biology;Disease;Signaling by Receptor Tyrosine Kinases	1
DOCK11	ENSG00000147251	R-HSA-162582	Signal Transduction	1
DOCK2	ENSG00000134516	R-HSA-162582;R-HSA-168256;R-HSA-1643685	Signal Transduction;Immune System;Disease	3
DOCK3	ENSG00000088538	R-HSA-162582;R-HSA-9032500;R-HSA-9006934	Signal Transduction;Activated NTRK2 signals through FYN;Signaling by Receptor Tyrosine Kinases	7
DOCK5	ENSG00000147459	R-HSA-162582	Signal Transduction	3
DOCK6	ENSG00000130158	R-HSA-162582	Signal Transduction	2
DOCK7	ENSG00000116641	R-HSA-162582;R-HSA-9006934	Signal Transduction;Signaling by Receptor Tyrosine Kinases	2
DOCK8	ENSG00000107099	R-HSA-162582	Signal Transduction	4
DOK2	ENSG00000147443	R-HSA-1266738	Developmental Biology	2
DOK5	ENSG00000101134	R-HSA-1266738	Developmental Biology	1
DPEP1	ENSG00000015413	R-HSA-1643685;R-HSA-5423646;R-HSA-2142691;R-HSA-2142753	Disease;Aflatoxin activation and detoxification;Synthesis of Leukotrienes (LT) and Eoxins (EX);Arachidonate metabolism	5
DPEP2	ENSG00000167261	R-HSA-1643685;R-HSA-5423646;R-HSA-2142691;R-HSA-2142753	Disease;Aflatoxin activation and detoxification;Synthesis of Leukotrienes (LT) and Eoxins (EX);Arachidonate metabolism	3
DPF1	ENSG00000011332	R-HSA-1266738;R-HSA-74160	Developmental Biology;Gene expression (Transcription)	2
DPF3	ENSG00000205683	R-HSA-1266738;R-HSA-74160	Developmental Biology;Gene expression (Transcription)	11
DPH1	ENSG00000108963	R-HSA-597592	Post-translational protein modification	1
DPH6	ENSG00000134146	R-HSA-597592	Post-translational protein modification	4
DPYD	ENSG00000188641	R-HSA-15869	Metabolism of nucleotides	19
DPYSL2	ENSG00000092964	R-HSA-1266738;R-HSA-437239	Developmental Biology;Recycling pathway of L1	1
DPYSL4	ENSG00000151640	R-HSA-1266738	Developmental Biology	1
DR1	ENSG00000117505	R-HSA-74160	Gene expression (Transcription)	2
DRD1	ENSG00000184845	R-HSA-162582;R-HSA-375280	Signal Transduction;Amine ligand-binding receptors	1
DRD2	ENSG00000149295	R-HSA-162582;R-HSA-375280	Signal Transduction;Amine ligand-binding receptors	21
DRG2	ENSG00000108591	R-HSA-9629569;R-HSA-597592	Protein hydroxylation;Post-translational protein modification	1
DROSHA	ENSG00000113360	R-HSA-74160;R-HSA-203927;R-HSA-211000	Gene expression (Transcription);MicroRNA (miRNA) biogenesis;Gene Silencing by RNA	1
DRP2	ENSG00000102385	R-HSA-1266738	Developmental Biology	1
DSC3	ENSG00000134762	R-HSA-1266738	Developmental Biology	5
DSE	ENSG00000111817	R-HSA-2022923	DS-GAG biosynthesis	2
DSG2	ENSG00000046604	R-HSA-162582;R-HSA-1266738	Signal Transduction;Developmental Biology	1
DSG3	ENSG00000134757	R-HSA-1266738	Developmental Biology	1
DSP	ENSG00000096696	R-HSA-162582;R-HSA-168256;R-HSA-1266738	Signal Transduction;Immune System;Developmental Biology	6
DST	ENSG00000151914	R-HSA-162582	Signal Transduction	3
DTL	ENSG00000143476	R-HSA-597592	Post-translational protein modification	1
DTX1	ENSG00000135144	R-HSA-162582	Signal Transduction	1
DTX4	ENSG00000110042	R-HSA-162582;R-HSA-168256;R-HSA-3270619	Signal Transduction;Immune System;IRF3-mediated induction of type I IFN	1
DUOX2	ENSG00000140279	R-HSA-209776	Metabolism of amine-derived hormones	1
DUSP1	ENSG00000120129	R-HSA-162582	Signal Transduction	5
DUSP10	ENSG00000143507	R-HSA-162582;R-HSA-1643685;R-HSA-5663202	Signal Transduction;Disease;Diseases of signal transduction by growth factor receptors and second messengers	17
DUSP16	ENSG00000111266	R-HSA-162582;R-HSA-1643685;R-HSA-9637690;R-HSA-9635486;R-HSA-5663202	Signal Transduction;Disease;Response of Mtb to phagocytosis;Infection with Mycobacterium tuberculosis;Diseases of signal transduction by growth factor receptors and second messengers	3
DUSP4	ENSG00000120875	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-202670;R-HSA-449147;R-HSA-9006934	Signal Transduction;Cytokine Signaling in Immune system;Immune System;ERKs are inactivated;Signaling by Interleukins;Signaling by Receptor Tyrosine Kinases	2
DUSP5	ENSG00000138166	R-HSA-162582	Signal Transduction	4
DUSP6	ENSG00000139318	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-202670;R-HSA-1643685;R-HSA-449147;R-HSA-9006934;R-HSA-5663202	Signal Transduction;Cytokine Signaling in Immune system;Immune System;ERKs are inactivated;Disease;Signaling by Interleukins;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers	10
DUSP8	ENSG00000184545	R-HSA-162582;R-HSA-1643685;R-HSA-5663202	Signal Transduction;Disease;Diseases of signal transduction by growth factor receptors and second messengers	1
DUSP9	ENSG00000130829	R-HSA-162582;R-HSA-1643685;R-HSA-5663202	Signal Transduction;Disease;Diseases of signal transduction by growth factor receptors and second messengers	3
DUT	ENSG00000128951	R-HSA-1643685;R-HSA-499943;R-HSA-15869	Disease;Interconversion of nucleotide di- and triphosphates;Metabolism of nucleotides	3
DUXA	ENSG00000258873	R-HSA-1266738;R-HSA-9819196	Developmental Biology;Zygotic genome activation (ZGA)	5
DVL2	ENSG00000004975	R-HSA-162582;R-HSA-9664420;R-HSA-9673324;R-HSA-1643685;R-HSA-5099900;R-HSA-4608870;R-HSA-4641258	Signal Transduction;Killing mechanisms;WNT5:FZD7-mediated leishmania damping;Disease;WNT5A-dependent internalization of FZD4;Asymmetric localization of PCP proteins;Degradation of DVL	2
DYNC1I1	ENSG00000158560	R-HSA-162582;R-HSA-168256;R-HSA-1643685;R-HSA-9646399;R-HSA-8856688;R-HSA-597592	Signal Transduction;Immune System;Disease;Aggrephagy;Golgi-to-ER retrograde transport;Post-translational protein modification	6
DYNC2H1	ENSG00000187240	R-HSA-162582;R-HSA-5620924	Signal Transduction;Intraflagellar transport	2
DYNC2LI1	ENSG00000138036	R-HSA-5620924	Intraflagellar transport	8
DYNLL2	ENSG00000264364	R-HSA-162582;R-HSA-168256;R-HSA-1643685;R-HSA-9646399;R-HSA-5620924;R-HSA-8856688;R-HSA-597592	Signal Transduction;Immune System;Disease;Aggrephagy;Intraflagellar transport;Golgi-to-ER retrograde transport;Post-translational protein modification	1
DYNLRB2	ENSG00000168589	R-HSA-5620924	Intraflagellar transport	2
DZIP3	ENSG00000198919	R-HSA-168256	Immune System	1
E2F1	ENSG00000101412	R-HSA-162582;R-HSA-212436;R-HSA-1362300;R-HSA-113510;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-69205;R-HSA-1643685;R-HSA-8953750	Signal Transduction;Generic Transcription Pathway;Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1;E2F mediated regulation of DNA replication;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);G1/S-Specific Transcription;Disease;Transcriptional Regulation by E2F6	1
E2F3	ENSG00000112242	R-HSA-162582;R-HSA-1643685	Signal Transduction;Disease	4
E2F6	ENSG00000169016	R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-69205;R-HSA-8953750	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);G1/S-Specific Transcription;Transcriptional Regulation by E2F6	3
E2F8	ENSG00000129173	R-HSA-212436;R-HSA-73857;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)	1
EAF1	ENSG00000144597	R-HSA-73857;R-HSA-74160;R-HSA-674695;R-HSA-112382;R-HSA-75955	RNA Polymerase II Transcription;Gene expression (Transcription);RNA Polymerase II Pre-transcription Events;Formation of RNA Pol II elongation complex;RNA Polymerase II Transcription Elongation	1
EAF2	ENSG00000145088	R-HSA-73857;R-HSA-74160;R-HSA-674695;R-HSA-112382;R-HSA-75955	RNA Polymerase II Transcription;Gene expression (Transcription);RNA Polymerase II Pre-transcription Events;Formation of RNA Pol II elongation complex;RNA Polymerase II Transcription Elongation	1
EBF1	ENSG00000164330	R-HSA-1266738;R-HSA-381753	Developmental Biology;Olfactory Signaling Pathway	22
EBF2	ENSG00000221818	R-HSA-1266738	Developmental Biology	16
ECE1	ENSG00000117298	R-HSA-162582	Signal Transduction	3
ECE2	ENSG00000145194	R-HSA-162582	Signal Transduction	4
EDA	ENSG00000158813	R-HSA-1280215;R-HSA-168256	Cytokine Signaling in Immune system;Immune System	2
EDA2R	ENSG00000131080	R-HSA-1280215;R-HSA-168256	Cytokine Signaling in Immune system;Immune System	4
EDAR	ENSG00000135960	R-HSA-1280215;R-HSA-168256	Cytokine Signaling in Immune system;Immune System	3
EDARADD	ENSG00000186197	R-HSA-1280215;R-HSA-168256	Cytokine Signaling in Immune system;Immune System	4
EDEM2	ENSG00000088298	R-HSA-901032;R-HSA-901042;R-HSA-532668;R-HSA-1643685;R-HSA-597592	ER Quality Control Compartment (ERQC);Calnexin/calreticulin cycle;N-glycan trimming in the ER and Calnexin/Calreticulin cycle;Disease;Post-translational protein modification	3
EDEM3	ENSG00000116406	R-HSA-901032;R-HSA-901042;R-HSA-532668;R-HSA-597592	ER Quality Control Compartment (ERQC);Calnexin/calreticulin cycle;N-glycan trimming in the ER and Calnexin/Calreticulin cycle;Post-translational protein modification	1
EDIL3	ENSG00000164176	R-HSA-1266738	Developmental Biology	3
EDN1	ENSG00000078401	R-HSA-162582;R-HSA-1266738	Signal Transduction;Developmental Biology	4
EDN2	ENSG00000127129	R-HSA-162582	Signal Transduction	2
EDN3	ENSG00000124205	R-HSA-162582;R-HSA-1266738	Signal Transduction;Developmental Biology	1
EDNRA	ENSG00000151617	R-HSA-162582	Signal Transduction	31
EDNRB	ENSG00000136160	R-HSA-162582;R-HSA-1266738	Signal Transduction;Developmental Biology	1
EEA1	ENSG00000102189	R-HSA-168256	Immune System	1
EEF2KMT	ENSG00000118894	R-HSA-597592	Post-translational protein modification	1
EFNA1	ENSG00000169242	R-HSA-1266738;R-HSA-3928665	Developmental Biology;EPH-ephrin mediated repulsion of cells	7
